"COVID-19_Season","Week_ID","Current_Season_Week_Ending_Label","MMWR_Week_Order","MMWR_Year","MMWR_Week","MMWR_Day","Setting","Doses","Cumulative_Doses","Location_and_Flu_Season_Order","Current_Through","Age_Group"
"2023-2024","2024 Jun 08 12:00:00 AM","2025 Jun 07 12:00:00 AM","42","2,024","23","6","Pharmacy","20,504","7,430,269","28","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","6","Pharmacy","42,165","7,812,539","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","6","Pharmacy","31,469","14,581,809","28","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Dec 02 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,023","48","6","Pharmacy","225,991","5,982,905","28","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 16 12:00:00 AM","2025 Mar 15 12:00:00 AM","30","2,024","11","6","Combined","73,806","15,579,001","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jan 20 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,024","3","6","Combined","401,210","30,667,985","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 22 12:00:00 AM","2025 Jun 21 12:00:00 AM","44","2,024","25","6","Combined","99,322","34,914,145","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 08 12:00:00 AM","2025 Jun 07 12:00:00 AM","42","2,024","23","6","Combined","120,035","34,704,847","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","6","Combined","66,518","15,645,519","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","6","Combined","104,491","16,367,462","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jan 06 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,024","1","6","Combined","130,331","7,061,669","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","6","Combined","36,638","7,563,398","18","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","6","Combined","2,598,836","15,257,125","19","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Combined","793,164","2,692,676","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2023 Nov 11 12:00:00 AM","2024 Nov 09 12:00:00 AM","11","2,023","45","6","Combined","466,790","5,044,649","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jan 13 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,024","2","6","Combined","265,457","15,809,629","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","6","Combined","44,942","16,060,177","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jan 06 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,024","1","6","Combined","150,201","7,027,225","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Feb 03 12:00:00 AM","2025 Feb 01 12:00:00 AM","24","2,024","5","6","Combined","284,816","31,292,094","18","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Sep 14 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,024","37","6","Combined","409,735","853,908","19","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 12 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,024","41","6","Combined","589,589","3,031,095","19","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","6","Combined","49,427","12,408,016","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Combined","54,872","18,767,831","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jun 22 12:00:00 AM","2025 Jun 21 12:00:00 AM","44","2,024","25","6","Combined","59,426","18,649,623","18","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","6","Combined","557,012","2,030,669","19","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2023 Dec 23 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,023","51","6","Combined","352,278","15,026,496","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Aug 03 12:00:00 AM","2025 Aug 02 12:00:00 AM","50","2,024","31","6","Combined","35,865","16,498,438","18","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","6","Combined","144,836","144,836","19","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Combined","159,951","17,802,214","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Feb 03 12:00:00 AM","2025 Feb 01 12:00:00 AM","24","2,024","5","6","Combined","87,756","7,603,818","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","6","Combined","156,170","17,642,263","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Nov 11 12:00:00 AM","2024 Nov 09 12:00:00 AM","11","2,023","45","6","Combined","717,065","8,789,584","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Nov 25 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,023","47","6","Combined","1,075,068","24,553,053","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Dec 09 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,023","49","6","Combined","384,076","10,600,206","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","6","Combined","27,322","7,683,440","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","6","Combined","48,561","8,371,258","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 15 12:00:00 AM","2025 Jun 14 12:00:00 AM","43","2,024","24","6","Combined","40,989","13,602,903","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Combined","887,261","3,004,828","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","6","Combined","36,339","8,455,137","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 17 12:00:00 AM","2025 Feb 15 12:00:00 AM","26","2,024","7","6","Combined","102,366","15,264,526","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Nov 25 12:00:00 AM","2024 Nov 23 12:00:00 AM","13","2,023","47","6","Combined","352,926","5,604,519","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","6","Combined","780,841","7,849,886","19","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","6","Combined","63,381","16,568,596","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jun 08 12:00:00 AM","2025 Jun 07 12:00:00 AM","42","2,024","23","6","Combined","26,608","8,293,602","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","6","Combined","190,339","190,339","19","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jan 20 12:00:00 AM","2025 Jan 18 12:00:00 AM","22","2,024","3","6","Combined","128,046","7,412,918","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Combined","1,548,109","5,137,884","18","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Combined","1,046,273","1,478,301","19","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Sep 16 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,023","37","6","Combined","42,184","42,184","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Dec 16 12:00:00 AM","2024 Dec 14 12:00:00 AM","16","2,023","50","6","Combined","480,191","12,964,565","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","6","Combined","98,236","13,001,640","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","6","Combined","116,856","12,903,404","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","6","Combined","13,997","7,874,689","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jan 06 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,024","1","6","Combined","332,225","14,123,191","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","6","Combined","94,556","7,769,375","18","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","6","Combined","1,067,530","4,081,224","19","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Oct 21 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,023","42","6","Combined","1,699,494","8,374,786","18","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","6","Combined","274,018","274,018","19","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Sep 23 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,023","38","6","Combined","997,503","1,030,768","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Sep 23 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,023","38","6","Combined","1,756,775","1,832,224","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Combined","90,337","35,107,540","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","6","Combined","77,462","15,505,195","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Dec 23 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,023","51","6","Combined","849,337","28,488,124","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Dec 30 12:00:00 AM","2024 Dec 28 12:00:00 AM","18","2,023","52","6","Combined","178,700","6,913,939","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","6","Combined","141,541","31,996,334","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","6","Combined","237,533","31,529,627","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","6","Combined","45,212","15,972,136","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","6","Combined","60,069","18,883,072","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Jul 20 12:00:00 AM","2025 Jul 19 12:00:00 AM","48","2,024","29","6","Combined","44,494","16,421,114","18","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","6","Combined","461,914","4,170,211","19","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2023 Sep 30 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,023","39","6","Combined","584,104","972,377","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Feb 24 12:00:00 AM","2025 Feb 22 12:00:00 AM","27","2,024","8","6","Combined","26,544","7,487,990","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 May 04 12:00:00 AM","2025 May 03 12:00:00 AM","37","2,024","18","6","Combined","115,970","18,077,363","18","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Combined","674,274","948,292","19","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Sep 16 12:00:00 AM","2024 Sep 14 12:00:00 AM","3","2,023","37","6","Combined","33,265","33,265","18","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","6","Combined","1,174,358","5,055,913","19","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2023 Oct 14 12:00:00 AM","2024 Oct 12 12:00:00 AM","7","2,023","41","6","Combined","1,395,849","4,918,679","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Combined","211,984","33,679,988","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","6","Combined","210,341","33,468,004","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jun 01 12:00:00 AM","2025 May 31 12:00:00 AM","41","2,024","22","6","Combined","43,468","13,515,536","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 18 12:00:00 AM","2025 May 17 12:00:00 AM","39","2,024","20","6","Combined","55,432","13,418,155","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Nov 11 12:00:00 AM","2024 Nov 09 12:00:00 AM","11","2,023","45","6","Combined","440,741","5,482,372","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2023 Dec 09 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,023","49","6","Combined","214,968","6,510,968","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","6","Combined","25,998","7,709,438","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","6","Combined","23,952","7,733,390","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jun 15 12:00:00 AM","2025 Jun 14 12:00:00 AM","43","2,024","24","6","Combined","34,429","8,527,694","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Mar 09 12:00:00 AM","2025 Mar 08 12:00:00 AM","29","2,024","10","6","Combined","129,502","16,698,098","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Oct 28 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,023","43","6","Combined","654,835","3,768,315","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Combined","1,720,547","2,426,594","19","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jan 13 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,024","2","6","Combined","599,407","30,266,775","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","6","Combined","27,074","8,242,817","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 26 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,024","43","6","Combined","552,091","5,598,343","19","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 28 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,024","39","6","Combined","778,602","2,905,327","19","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2023 Oct 07 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,023","40","6","Combined","803,784","1,899,512","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Mar 23 12:00:00 AM","2025 Mar 22 12:00:00 AM","31","2,024","12","6","Combined","118,512","12,786,548","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Combined","52,033","15,877,770","18","2025 Apr 12 12:00:00 AM","18-64"
"2024-2025","2024 Oct 05 12:00:00 AM","2024 Oct 05 12:00:00 AM","6","2,024","40","6","Combined","1,577,204","7,602,379","19","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Dec 09 12:00:00 AM","2024 Dec 07 12:00:00 AM","15","2,023","49","6","Combined","261,658","6,285,915","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2023 Nov 18 12:00:00 AM","2024 Nov 16 12:00:00 AM","12","2,023","46","6","Combined","847,804","10,702,620","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jun 15 12:00:00 AM","2025 Jun 14 12:00:00 AM","43","2,024","24","6","Combined","14,984","7,905,190","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jun 29 12:00:00 AM","2025 Jun 28 12:00:00 AM","45","2,024","26","6","Combined","14,814","7,934,352","18","2025 Apr 12 12:00:00 AM","50-64"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","6","Combined","572,320","3,603,415","19","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 06 12:00:00 AM","2025 Apr 05 12:00:00 AM","33","2,024","14","6","Combined","83,827","7,949,999","18","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Aug 31 12:00:00 AM","2024 Aug 31 12:00:00 AM","1","2,024","35","6","Combined","311,105","311,105","19","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Mar 30 12:00:00 AM","2025 Mar 29 12:00:00 AM","32","2,024","13","6","Combined","96,797","7,866,172","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2023 Nov 18 12:00:00 AM","2024 Nov 16 12:00:00 AM","12","2,023","46","6","Combined","810,853","12,775,363","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Oct 21 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,023","42","6","Combined","3,060,813","14,873,988","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jan 06 12:00:00 AM","2025 Jan 04 12:00:00 AM","20","2,024","1","6","Combined","225,341","11,643,929","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Oct 21 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,023","42","6","Combined","803,136","3,807,964","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","6","Combined","57,427","7,482,724","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","6","Combined","95,439","35,399,629","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2023 Dec 02 12:00:00 AM","2024 Nov 30 12:00:00 AM","14","2,023","48","6","Combined","311,599","5,916,118","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","6","Combined","928,084","7,069,045","19","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Nov 04 12:00:00 AM","2024 Nov 02 12:00:00 AM","10","2,023","44","6","Combined","536,384","4,304,699","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Jan 13 12:00:00 AM","2025 Jan 11 12:00:00 AM","21","2,024","2","6","Combined","116,406","7,178,075","18","2025 Apr 12 12:00:00 AM","75+"
"2024-2025","2024 Sep 07 12:00:00 AM","2024 Sep 07 12:00:00 AM","2","2,024","36","6","Combined","481,631","671,970","19","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2023 Oct 21 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,023","42","6","Combined","1,361,319","6,499,203","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Combined","20,651","7,775,746","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2023 Sep 23 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,023","38","6","Combined","759,273","801,457","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jan 27 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,024","4","6","Combined","119,542","12,116,542","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Dec 23 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,023","51","6","Combined","497,058","13,461,623","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jun 22 12:00:00 AM","2025 Jun 21 12:00:00 AM","44","2,024","25","6","Combined","39,896","16,264,516","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","6","Combined","47,212","7,426,573","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Combined","35,466","16,339,704","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 25 12:00:00 AM","2025 May 24 12:00:00 AM","40","2,024","21","6","Combined","94,500","18,369,375","18","2025 Apr 12 12:00:00 AM","65+"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","6","Combined","1,023,473","3,013,694","19","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Jan 27 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,024","4","6","Combined","103,144","7,516,062","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2023 Oct 28 12:00:00 AM","2024 Oct 26 12:00:00 AM","9","2,023","43","6","Combined","1,497,884","9,872,670","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2023 Sep 30 12:00:00 AM","2024 Sep 28 12:00:00 AM","5","2,023","39","6","Combined","1,686,697","2,717,465","18","2025 Apr 12 12:00:00 AM","65+"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","6","Combined","73,016","13,242,760","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","6","Combined","143,694","34,193,198","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","6","Combined","208,334","33,888,322","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","6","Combined","78,159","15,427,733","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","6","Combined","56,675","13,362,723","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2023 Dec 23 12:00:00 AM","2024 Dec 21 12:00:00 AM","17","2,023","51","6","Combined","148,153","6,836,911","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","6","Combined","35,736","13,824,809","18","2025 Apr 12 12:00:00 AM","60-74"
"2023-2024","2024 Apr 20 12:00:00 AM","2025 Apr 19 12:00:00 AM","35","2,024","16","6","Combined","87,801","8,116,670","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Combined","25,735","8,612,373","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Feb 10 12:00:00 AM","2025 Feb 08 12:00:00 AM","25","2,024","6","6","Combined","133,042","15,162,160","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 May 11 12:00:00 AM","2025 May 10 12:00:00 AM","38","2,024","19","6","Combined","26,973","8,186,868","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Apr 27 12:00:00 AM","2025 Apr 26 12:00:00 AM","36","2,024","17","6","Combined","30,207","8,132,227","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","6","Combined","2,522,588","7,233,656","19","2025 Apr 12 12:00:00 AM","18+"
"2024-2025","2024 Oct 19 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,024","42","6","Combined","2,449,466","17,706,591","19","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jan 27 12:00:00 AM","2025 Jan 25 12:00:00 AM","23","2,024","4","6","Combined","339,293","31,007,278","18","2025 Apr 12 12:00:00 AM","18+"
"2023-2024","2024 Jul 13 12:00:00 AM","2025 Jul 12 12:00:00 AM","47","2,024","28","6","Combined","22,772","8,414,267","18","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2023 Oct 21 12:00:00 AM","2024 Oct 19 12:00:00 AM","8","2,023","42","6","Combined","693,047","3,385,723","18","2025 Apr 12 12:00:00 AM","50-64"
"2023-2024","2024 Apr 13 12:00:00 AM","2025 Apr 12 12:00:00 AM","34","2,024","15","6","Combined","54,171","15,825,737","18","2025 Apr 12 12:00:00 AM","18-64"
"2023-2024","2024 Jul 27 12:00:00 AM","2025 Jul 26 12:00:00 AM","49","2,024","30","6","Combined","25,720","8,467,160","18","2025 Apr 12 12:00:00 AM","18-49"
"2024-2025","2024 Sep 21 12:00:00 AM","2024 Sep 21 12:00:00 AM","4","2,024","38","6","Combined","467,132","1,321,040","19","2025 Apr 12 12:00:00 AM","18-49"
"2023-2024","2024 Mar 02 12:00:00 AM","2025 Mar 01 12:00:00 AM","28","2,024","9","6","Combined","27,849","7,515,839","18","2025 Apr 12 12:00:00 AM","75+"
"2023-2024","2024 Jul 06 12:00:00 AM","2025 Jul 05 12:00:00 AM","46","2,024","27","6","Combined","13,851","7,948,203","18","2025 Apr 12 12:00:00 AM","50-64"
